Date,ABEV3.SA,ALOS3.SA,ASAI3.SA,AURE3.SA,AXIA3.SA,AXIA6.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRKM5.SA,CEAB3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CURY3.SA,CXSE3.SA,CYRE3.SA,DIRR3.SA,EGIE3.SA,EMBJ3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MBRF3.SA,MGLU3.SA,MOTV3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIL3.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMFT3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2021-01-05,0.021093883653247582,-0.00035500377944651845,,,-0.02616011189875783,-0.02914996565898764,-0.015412322445385755,0.0019660117184474705,-0.010429311610017566,-0.004792999053041637,-0.006115148255031439,-0.018891131699277624,-0.020121577624082378,-0.007548932731199474,0.019360276244743714,0.03189452138634103,0.0004281645553613203,-0.039877676789481634,0.0,,-0.00640360391786007,-0.00477005801525603,-0.02184266963141983,0.003150336812050541,-0.015427679384132838,0.01798196106798837,0.013308196131586621,,-0.019486884969631118,-0.0037692676767970977,-0.008989136791963543,,0.007012019828795461,-0.005287229927018547,0.0021951740438205156,-0.01643060822950982,0.023905448144939938,0.021794644287375257,-0.026272957274998957,0.03266330741677622,,-0.006509843727324435,-0.007822611022712363,-0.006493600804988933,-0.0069337935260848065,-0.009760929357182254,-0.006313701450763404,-0.01761457686657855,,-0.0058902370262576215,0.0013296976511033445,,0.030052314504116325,0.03834194344661821,-0.01745211662343626,-0.013594683794808413,-0.008828927379716862,-0.0028007652324502446,0.0078024459482324855,-0.011741070345374945,,-0.005918978856917671,-0.014952395496039448,-0.002352572002027955,0.04492439752741905,,-0.004593940468704747,0.0018163138682263057,-0.023134570538297802,-0.0046939696510985545,-0.008326445983969658,0.010652511677566914,0.016697708607452316,,0.011376583501586782,-0.047911218845827754,-0.008525155954917594,0.05956760755324967,0.004987491124204242
2021-01-06,0.02003817616700657,-0.0509757280619826,,,-0.016265268565575478,-0.005704506028506071,-0.0609606337643489,-0.01650190769009247,0.022592070896775427,0.0248281482119461,0.032605747500181595,-0.016430954281629172,-0.014329732309653849,-0.03278970662056591,0.04611755949987439,-0.012043495878487409,0.03821578750928975,-0.017234672625736233,0.020301780094434497,,-0.03043705277233054,-0.0003188263193921159,-0.005686109217885559,-0.0023933718937654835,-0.001244414874416831,0.04138522879683061,-0.03948502027367679,,-0.026097914589704646,-0.026790768799911973,-0.008136745389027847,,-0.052656601001962275,-0.014835570194413549,-0.021725623133614508,-0.0213096849202254,0.04687812130406269,0.03743286206059477,-0.03755664295235508,-0.021556860117980588,,-0.008746454990180216,0.019870917423856417,0.028894685630668458,0.01876354735007541,-0.05154497107263966,-0.030727751174363542,-0.05393270032703784,,-0.02998324226131428,-0.043445960201717135,,0.011447392123190235,0.001995447873223921,0.010507992855259402,-0.011448928054887621,-0.019186330666709293,-0.023511441176810907,-0.006237057815721674,-0.042359281923448705,,-0.059308283988903344,0.03366532347073483,-0.004958031183636634,-0.0026863104033111908,,-0.018415511236497376,0.0018133146052657476,-0.02804922168710323,-0.048573165251999,-0.01219792964448935,0.047212086064094966,0.032269626636578196,,-0.014585379174403905,-0.030725459919654932,-0.011260070772326675,0.0261700154617982,-0.040614635677768025
2021-01-07,-0.004972103851691157,-0.021904299302546476,,,-0.007052751605433621,-0.019059248677652376,-0.001270617948588274,0.0275698010795759,0.03891768427895313,0.024225998120709413,0.026202165903755917,0.020928394559667978,-0.005168045704916794,0.006317281779937238,0.07304118607817246,-0.017382228464074605,0.024421347619881288,-0.0588153513789435,-0.011149924311643388,,0.01967296983245125,-0.0360371511414442,-0.015272022965602263,0.038226073285895376,-0.005619963591496826,0.06072184458964582,0.034752484613155166,,0.0062237311950359185,-0.02275516153788428,-0.008438990408402205,,-0.0006698077060485189,-0.0515241474457826,-0.021749760032220154,0.00405636789058769,0.05532816877619344,0.04528495535121212,0.011976090183189554,-0.002091892319758477,,-0.015121011130815536,0.03941839559584447,0.038185568629433266,0.051748442019932915,0.026104559282394628,0.004344758145516061,-0.012870060221297502,,-0.006663044307033172,-0.0009254977188051639,,0.028848022579992836,0.029462227474043028,-0.0069933532987022165,0.014696127575071195,0.022558827806017565,-0.012796840683502779,0.023190925672659745,-0.023511332620833266,,0.04631223084015447,0.013590916179532843,-0.0007104532735033839,0.003021791088721376,,0.08200512930143312,-0.029724889188636205,-0.016176960289405802,-0.00266292176403255,0.030014814701070033,0.0468933816300326,0.06323603562183511,,0.018198789668894925,0.0015207090666277295,-0.0256360641119452,0.040497136628143214,0.01241886482839777
2021-01-08,0.02946812112987874,0.03599941134332415,,,0.031066476072733426,0.028737428372119952,0.018580332118388606,0.014622471574858752,0.0057970983397610315,-0.0077378068045024975,-0.008657894269023992,0.030593838927926553,0.008256040530641252,0.031185682563115165,0.005093144624154598,-0.027498006405317407,-0.007264068491301113,0.0719733791016544,0.06642012709760907,,0.0423790547013968,0.03794858608461536,0.03356125622697976,-0.0017006726551962313,0.0362781968062685,0.005951650005381951,0.006619451560928656,,0.0467025143353971,0.047277263459773386,0.04104790953174633,,0.04551446502675567,0.019325398375317725,0.03067441597125959,0.05709391336108025,-0.015007311577858382,-0.01693645594748155,0.16308924627051236,0.05471262971166805,,0.03899170001580697,-0.0024704779090318693,-0.00030489604309722943,0.03989951207652213,0.056067239343140625,0.012208503872340144,0.02893808825741251,,0.06679918854934079,0.035474292430953354,,-0.0018971602727741272,0.0038632604205654335,0.0678229993847263,0.0056573338101840055,0.06674579003188871,0.028666938524361096,0.018673400952527983,0.020783268324365035,,0.06532770943851154,-0.009625946594366549,0.03262190450801216,0.04969958803554428,,0.004630001014048065,0.021539151153224557,0.04422618197650904,0.06453854559449984,0.025543727550273673,-0.0048337862695255725,-0.003131951782452704,,0.027569377423851005,0.006815755370161236,0.02585876238880497,0.058718862455884896,0.03344977574922292
2021-01-11,-0.026357583341618376,-0.044049784325531464,,,-0.036981922913253175,-0.022054131308500483,-0.015723836443745743,-0.04202587040792296,-0.016470466542901057,-0.015242504836093622,-0.017913115305396923,-0.020975096960816588,-0.012409609170067535,-0.02371394067689938,-0.010080793148227386,-0.05826880436635554,0.01646963637666364,-0.023978041455989065,-0.035372275626740536,,-0.042379054701396836,-0.02873497406601878,-0.03936803489137168,-0.01679686312047648,-0.019512925469637177,-0.022173758971376377,0.00938084137489497,,-0.03942976438822648,0.025412446271771114,-0.019621817938675592,,-0.0012811983762979287,-0.02331983681246777,-0.020193537358415684,-0.021776002042469676,-0.027875998823575558,-0.017228162886080402,0.0812340183546486,-0.03486913799437917,,-0.017667522660301124,-0.023353318253593675,-0.022804885610485482,0.02089484067686064,-0.039035256646781064,-0.00357532317342023,-0.014790032322856266,,-0.026400577290239743,-0.043842651742131936,,-0.009542253708373593,-0.008389996459121868,0.057340178120706846,0.04465612349339238,-0.02612581638483595,-0.005261921187902072,-0.017654980009963444,-0.01603657115654963,,-0.01962830308274234,-0.018134349569064435,-0.048618379060199245,0.01173327775406265,,-0.02369362752595772,-0.004576466865454386,-0.0071173420872872005,-0.0017874414339841926,-0.04796979662169636,0.012041006404174999,-0.00019615396563601884,,-0.020381556400624005,-0.03104285680572209,-0.011385637901866464,-0.031109097299298994,-0.05259650924396033
2021-01-12,0.04255946042706067,0.0141409192102159,,,0.020552724600634925,0.015517404226381171,0.011189273346594163,0.02853553979430228,0.00915554794301825,0.000414907643698021,-0.0007379107982890457,0.006474740582893924,0.038780507811519316,0.008848473968685119,-0.0009216180431115142,0.015696990833468823,0.00039831838722217304,-0.006716997288578932,-0.004084524286247673,,0.0064723194590185235,0.004901164337450972,-0.017781615310526258,0.024909744941296677,0.006138529324679486,0.004474198219161229,0.0037279039433228143,,0.048099804431786755,0.0545720141405153,0.004597580672975612,,0.04251285679436147,-0.016139601196522007,0.0,0.03519404835046845,-0.027949098679320012,-0.017530531912008034,-0.026727893317295758,0.02232942718858734,,0.025499623834542833,0.007565969539199806,0.003112298566115406,0.006420007261090473,0.010798034241931835,0.017749812329927492,0.029777849980975865,,0.035220474765946606,0.010218605741587923,,-0.0035216449885606994,-0.0074807471270403,-0.0062110370228368045,-0.017493125690315758,-0.0020226959992822352,0.01769936341533241,0.05157324014770776,0.046735267250502054,,0.020754401079248194,0.019807081672692108,0.0033637899121295276,0.05041002362151475,,-0.001305765865084012,0.014572041865880273,-0.0007146307782261878,0.025434057579550348,-0.007165622343904109,-0.013859932123633525,-0.027739705097991584,,0.007580851141548177,0.058217451938474316,-0.000898839850194594,0.03433389765344101,0.04529187346073235
2021-01-13,-0.038221159156408537,-0.012987045234427445,,,-0.00524473594119789,-0.006579841726519029,-0.0001567689206949176,0.004033862604301818,-0.05062729243565733,-0.018848550514760316,-0.01525089485889355,0.004744205752312817,-0.019202425670595727,0.005600454579194598,-0.020086979728865233,0.022374911684712322,-0.00039831838722209726,0.0025241204917954966,0.008828539792084335,,-0.004310322711161146,0.011343580335656182,-0.018739258443798746,0.021239243961512704,0.03251366399246345,-0.04924968082138503,0.03922084421249626,,-0.006234849154730182,0.013879353148626102,0.015927373578762446,,0.036049441255553476,0.013608540009046693,0.014848208651217372,-0.0028859401354071486,-0.033626108303299165,-0.026059763851011705,-0.04148045362994713,0.0034356608779917515,,0.0021253588254664187,-0.010100998626179162,-0.01660699303298119,-0.027661110257489997,-0.012005128850825657,-0.0014083649181414575,-0.007465755553296068,,0.04296833068394142,-0.007421292674776196,,-0.047283935053899585,-0.04952493327359145,0.0,0.038214669168907645,-0.0052777834563873804,0.0,0.00048315387836787,0.03340767425393371,,-0.000422122363325232,-0.006854709535852283,0.013106531462254172,0.0035905906155321667,,-0.020292749751797547,0.019105229566234415,-0.002146653453631623,-0.0024443104962267497,-0.0076433089940040645,-0.06259862762682189,-0.030399884639391486,,-0.013416945931127846,-0.02717459513275212,0.0022452944974230126,0.002328909149436953,-0.009724473840764707
2021-01-14,0.010305133552355182,0.041790513056692916,,,0.036148638621183185,0.033308196412624176,0.03707840317548665,-0.007110241167520603,-0.0023996196681267765,0.03122049219008005,0.03027226446051566,0.013432168868547445,0.002038645929918008,0.002078485949241386,0.009362031300465798,0.033901570056673214,0.005562159966515711,0.024897628301554887,0.01476533870217297,,0.029789416737047037,0.023253042067407706,0.010436335929856343,-0.00354816911836325,-0.004750427211323043,0.030963693348642175,0.016851644021824173,,0.03415636683280914,0.007552538255701815,0.020776290124067412,,0.006497400788693242,0.03832672507581388,0.035968878291230445,0.005763672293166818,0.04086727086736306,0.02766643006629024,0.011696145807111915,-0.008322309117188353,,-0.0007077109817820948,0.021758127417080587,0.029267175834464983,-0.016055849997531395,0.04671784948678113,-0.007072284515464415,-0.012146729505964168,,0.023956313715318554,0.021189084428651216,,0.004026606298981952,0.010239064919222671,0.042689307508396945,-0.0187965436916452,0.011735979950110218,0.03178614652461798,0.001930479541423489,0.01124031004135373,,0.03973496023642448,0.021510737252561654,0.006606818447931918,0.009512553275861675,,-0.005682629627599343,-0.001775653462430099,0.01281154104848746,-0.014794279516209721,-0.005985572412710594,0.017926297762249854,0.016287190263443406,,0.005388450579435259,0.0179510868845765,-0.003593956934726783,-0.0045516213857150515,0.04431006004997015
2021-01-15,-0.01924944724048452,-0.007401958038323553,,,-0.040246941424562296,-0.040798952248625335,0.017961988850143898,-0.030295636392703447,-0.03145580496193605,-0.03758348623226095,-0.028025644603881707,-0.021237976820587392,-0.01023547252376544,-0.02098147591263166,-0.04994903832647719,-0.019352681868388805,-0.0015860087511034495,0.014646326125504386,-0.022912239221547403,,-0.0020985931758661573,0.01500044020386701,-0.005046413844441243,-0.035700768992900096,-0.005371661430781811,-0.08451010038540298,0.01916442600393624,,-0.04112997527061632,-0.008241823983531106,-0.014251198191091169,,-0.01662256630569922,-0.005707233531986596,0.006441873574208915,0.006801761846190998,-0.06098568077992446,-0.054423977168890414,0.005797022391588143,0.002877295026031264,,-0.003902938610740727,-0.039684451404552935,-0.038472352863310834,0.016402112317070262,-0.006939665878780966,-0.008553186447874579,0.009645681827533429,,-0.01951287173354166,-0.027259615704327042,,-0.035797042333321906,-0.04621284276910169,-0.03338697417020692,-0.04886711938633299,-0.0030219209857803007,0.005776893513207145,0.022408445182418423,0.004461268737103025,,-0.04453191066999152,-0.04440237700853874,0.0009403911890397699,-0.003556636918232098,,0.02466804914548048,0.0,-0.00709734046397862,-0.00462392042627104,-0.02782776094139155,-0.04809245794409366,-0.04442835352527044,,-0.023104314595459,-0.014184789633113929,0.005385753384012898,-0.04215818376287446,-0.03341329145237757
2021-01-18,0.016786269338954822,0.017308190661548813,,,-0.006769699743178146,-0.009588835988112781,0.01910113944701482,0.016249915072724677,-0.010245399364238095,0.004246897850093641,0.0033599964227582144,-0.01027424493167325,0.00513098323957125,0.03584145848970303,0.01637800208241965,0.0031103002191158638,-0.014791432693209702,-0.0048582563535326225,-0.016495042145687464,,-0.014815015430791622,-0.00903581389965342,-0.0034842974742983705,0.009532028131909724,-0.023003318161623154,0.019597150385292313,-0.038703382337322755,,-0.0010502040409149744,-0.02372757796167083,-0.0020204589824833834,,0.0005984577592742182,-0.035157091968043626,-0.02163647607813517,-0.0042903166303908105,0.014087642656069401,0.007597942333963215,0.035768779076479816,-0.003742614070466906,,-0.002135294783536507,0.0017211543467684492,-0.0051148876863422775,0.013750536581821585,0.001159784878855994,-0.006462991308087005,0.020244440513443044,,-0.010896680406076045,0.003273218208864038,,-0.001737146786579867,-0.001779808153698792,-0.03774023713946793,-0.019576506412005784,0.008638779656777805,0.03472072978294938,-0.013767111148043942,-0.0022282482418244094,,-0.00028259261738823447,-0.010267813231955632,-0.018018683173229334,0.022314605355353786,,0.034397499783413776,-0.009224922640617951,-0.008583489216231885,0.026386663241731455,-0.016448407683623018,0.0026595432582474645,0.008091041242657507,,-0.0027535048011016854,0.011215151860740942,-0.01261288672001112,0.06786249300023603,0.009039384039091335
